,event name,Classification,genre,venue,Date,Zip code,City,State
292,Tampa Bay Lightning at Colorado Avalanche,Sports,Hockey,Pepsi Center,2018-10-24,80204,Denver,Colorado
293,Primus,Music,Alternative,Ogden Theatre,2018-10-07,80218,Denver,Colorado
294,Billy Idol,Music,Rock,Paramount Theatre-Colorado,2018-09-19,80204,Denver,Colorado
295,Philadelphia Flyers at Colorado Avalanche,Sports,Hockey,Pepsi Center,2018-10-06,80204,Denver,Colorado
296,Coheed and Cambria & Taking Back Sunday,Music,Rock,Sculpture Park,2018-08-06,80204,Denver,Colorado
297,Rod Stewart W/ Special Guest Cyndi Lauper,Music,Rock,Pepsi Center,2018-08-22,80204,Denver,Colorado
298,Game of Thrones Live Concert Experience,Music,Other,Pepsi Center,2018-09-14,80204,Denver,Colorado
299,In Real Life - Tonight Belongs To You Tour,Music,Pop,Marquis Theater,2018-09-24,80205,Denver,Colorado
300,Top Dawg Entertainment Presents: Jay Rock - The Big Redemption Tour,Music,Hip-Hop/Rap,Marquis Theater,2018-10-05,80205,Denver,Colorado
301,Jay Rock,Music,Hip-Hop/Rap,Marquis Theatre-CO,2018-10-05,80205,Denver,Colorado
302,LILY ALLEN - NO SHAME TOUR,Music,Rock,The Summit Music Hall,2018-11-03,80202,Denver,Colorado
303,Lily Allen,Music,Pop,The Summit Music Hall,2018-11-03,80202,Denver,Colorado
304,Monster Energy Outbreak Tour Presents: Lil Xan- Total Xanarchy,Music,Hip-Hop/Rap,The Summit Music Hall,2018-11-06,80202,Denver,Colorado
305,THRICE,Music,Rock,The Summit Music Hall,2018-11-07,80202,Denver,Colorado
306,3OH!3 & EMO NITE: THE WANT HOUSE PARTY TOUR,Music,Rock,The Summit Music Hall,2018-12-07,80202,Denver,Colorado
307,Calgary Flames at Colorado Avalanche,Sports,Hockey,Pepsi Center,2018-10-13,80204,Denver,Colorado
308,Nitro Circus Live,Sports,Extreme,Pepsi Center,2018-10-16,80204,Denver,Colorado
309,Nashville Predators at Colorado Avalanche,Sports,Hockey,Pepsi Center,2018-11-07,80204,Denver,Colorado
310,On Your Feet,Arts & Theatre,Undefined,Buell Theatre,2018-08-09,80204,Denver,Colorado
311,On Your Feet,Arts & Theatre,Undefined,Buell Theatre,2018-08-08,80204,Denver,Colorado
312,Toronto Maple Leafs at Colorado Avalanche,Sports,Hockey,Pepsi Center,2019-02-12,80204,Denver,Colorado
313,Marisela,Music,Other,Paramount Theatre-Colorado,2018-09-21,80204,Denver,Colorado
314,Vegas Golden Knights at Colorado Avalanche,Sports,Hockey,Pepsi Center,2018-09-18,80204,Denver,Colorado
315,RJ,Music,Hip-Hop/Rap,Marquis Theater,2018-09-05,80205,Denver,Colorado
316,Deep Purple & Judas Priest,Music,Rock,Pepsi Center,2018-09-23,80204,Denver,Colorado
317,Deep Purple w/ Judas Priest,Music,Rock,Pepsi Center,2018-09-23,80204,Denver,Colorado
318,Bill Burr,Arts & Theatre,Comedy,Ellie Caulkins Opera House,2018-09-29,80204,Denver,Colorado
319,Bill Burr,Arts & Theatre,Comedy,Ellie Caulkins Opera House,2018-09-29,80204,Denver,Colorado
320,Bill Burr,Arts & Theatre,Undefined,Ellie Caulkins Opera House,2018-09-29,80204,Denver,Colorado
321,Bill Burr,Arts & Theatre,Undefined,Ellie Caulkins Opera House,2018-09-29,80204,Denver,Colorado
322,Bill Burr,Arts & Theatre,Comedy,Ellie Caulkins Opera House,2018-09-30,80204,Denver,Colorado
323,Bill Burr,Arts & Theatre,Undefined,Ellie Caulkins Opera House,2018-09-30,80204,Denver,Colorado
324,Noah Cyrus,Music,Rock,The Summit Music Hall,2018-10-13,80202,Denver,Colorado
325,Good Charlotte,Music,Alternative,Ogden Theatre,2018-11-14,80218,Denver,Colorado
326,Kacey Musgraves,Music,Country,Paramount Theatre-Colorado,2019-02-22,80204,Denver,Colorado
327,DEREK HOUGH: LIVE! THE TOUR,Arts & Theatre,Miscellaneous,Bellco Theatre,2019-05-22,80202,Denver,Colorado
328,Gipsy Kings,Music,World,Denver Botanic Gardens,2018-08-15,80206,Denver,Colorado
329,On Your Feet,Arts & Theatre,Undefined,Buell Theatre,2018-08-10,80204,Denver,Colorado
330,America,Music,Rock,Paramount Theatre-Colorado,2018-09-27,80204,Denver,Colorado
331,Electric Light Orchestra w/ Jeff Lynne,Music,Rock,Pepsi Center,2018-08-08,80204,Denver,Colorado
332,Washington Capitals at Colorado Avalanche,Sports,Hockey,Pepsi Center,2018-11-16,80204,Denver,Colorado
333,Stephen Stills w/ Judy Collins,Music,Country,Paramount Theatre-Colorado,2018-09-23,80204,Denver,Colorado
334,On Your Feet,Arts & Theatre,Undefined,Buell Theatre,2018-08-12,80204,Denver,Colorado
335,Chick Corea,Music,Blues,Paramount Theatre-Colorado,2018-08-19,80204,Denver,Colorado
336,Ottawa Senators at Colorado Avalanche,Sports,Hockey,Pepsi Center,2018-10-26,80204,Denver,Colorado
337,Coors Field Stadium Tours,Miscellaneous,Hobby/Special Interest Expos,Coors Field,2018-08-06,80205,Denver,Colorado
