,event name,Classification,genre,venue,Date,Zip code,City,State
332,Lil Xan,Music,Other,Showbox SODO,2018-11-10,98134,Seattle,Washington
333,Monster Energy Outbreak Tour Presents: Lil Xan - Total Xanarchy,Music,Hip-Hop/Rap,Showbox SoDo,2018-11-10,98134,Seattle,Washington
334,Behemoth,Music,Rock,Showbox at the Market,2018-11-20,98104,Seattle,Washington
335,Jim Brickman,Music,Blues,Benaroya Hall,2018-12-01,98101,Seattle,Washington
336,Fear,Music,Hip-Hop/Rap,Showbox at the Market,2018-08-25,98104,Seattle,Washington
337,Houston Dynamo at Seattle Sounders FC,Sports,Soccer,CenturyLink Field,2018-10-08,98134,Seattle,Washington
338,Parquet Courts,Music,Rock,Showbox at the Market,2018-09-23,98104,Seattle,Washington
339,E-40,Music,Hip-Hop/Rap,Showbox at the Market,2018-09-19,98104,Seattle,Washington
340,Beartooth w/ Knocked Loose,Music,Rock,Showbox SODO,2018-11-07,98134,Seattle,Washington
341,Minus the Bear,Music,Dance/Electronic,Showbox at the Market,2018-12-15,98104,Seattle,Washington
342,Minus the Bear,Music,Dance/Electronic,Showbox at the Market,2018-12-16,98104,Seattle,Washington
343,Nothing But Thieves,Music,Other,Showbox at the Market,2018-09-22,98104,Seattle,Washington
344,Sawyer Fredericks,Music,Country,Crocodile Cafe,2018-08-11,98121,Seattle,Washington
345,Poppy w/ Kailee Morgue,Music,Other,Showbox at the Market,2018-10-26,98104,Seattle,Washington
346,Colorado Rapids at Seattle Sounders FC,Sports,Soccer,CenturyLink Field,2018-09-29,98134,Seattle,Washington
347,Eric Hutchinson,Music,Pop,Neumos,2018-11-06,98122,Seattle,Washington
348,Seattle's Best,Arts & Theatre,Comedy,Comedy Underground - Seattle,2018-08-09,98104,Seattle,Washington
